darija,eng,darija_ar
shno kat5ars f jarda dyalk?,what do you grow in your garden?,سهنو كاتخارس ف جاردا ديالك?
sh7al mn mrra kat5rs lbasla?,how often do you growonions?,سهحال من مرّا كاتخرس لباسلا?
sh7al mn merra kats9i jarda dyalk?,how often do you water your garden?,سهحال من مرّا كاتسقي جاردا ديالك?
nhar kamel wana khdam f jarda dyali,i worked in my garden all day,نهار كامل وانا خدام ف جاردا ديالي
wash 3jbatk l9asabat mlli t3awdo?,do you like castles being restored?,واسه عجباتك لقاسابات ملّي تعاودو?
shno lmaterial lli tatst3mlo f lbni?,what materiels do you use in the construction?,سهنو لماتريال اللي تاتستعملو ف لبني?
shno tatfdl wash lbni l9dim olla jdid?,"what do you prefer, building traditionally or modern?",سهنو تاتفدل واسه لبني لقديم أُلّا جديد?
hadi sa3tayn u ana kantsnak,i've been waiting for you for two hours,هادي ساعتاين و أنا كانتسناك
hadi muda u huwa na3es,he's been asleep for a long time,هادي مودا و هووا ناعس
hadi tlt snin u huwa flma5rib,he's been in morocco for three years,هادي تلت سنين و هووا فلماخريب
ana ou weld 3eni 3dna nfss l3mer,my (male) cousin and i are the same age,أنا و ولد عني عدنا نفسّ لعمر
kifesh ghadi t9dar tgoul lia?,how will you be able to tell me?,كيفسه غادي تقدار تڭول ليا?
"ana daba mzyan, achno 3ndak?","i'm good now, what do you have?","أنا دابا مزيان, أشنو عنداك?"
"nti zwiwna, wach bghiti tkon m3aya?","you're sweet, do you want to be with me?","نتي زويونا, واش بغيتي تكون معايا?"
ana bghit n9der nchri hadshi,i want to be able to buy this,أنا بغيت نقدر نشري هادسهي
ana ghadi nfeker f hadshi bzzaf,i'm going to think about this a lot,أنا غادي نفكر ف هادسهي بزّاف
omar atwal rajel f lmdina,omar is the tallest man in the city,أُمار أتوال راجل ف لمدينا
"simana lli fatt, said ktb bra l sa7bu","last week, said wrote a letter tohis friend","سيمانا اللي فاتّ, سايد كتب برا ل ساحبو"
"l3am lli fat, safrna lnew york","last year, we traveled to newyork","لعام اللي فات, سافرنا لنو يورك"
"l7ed lli fat, mchit llmdina u chrit jllaba","last sunday, i went to the medina and bought a jellaba","لحد اللي فات, مشيت اللمدينا و شريت جلّابا"
huma 5naw f l7fla nhar sbt,they sang at the party on saturday,هوما خناو ف لحفلا نهار سبت
7llit chrjm u sddit lbab,i opened the window and i closed the door,حلّيت شرجم و سدّيت لباب
ana msafr 3la 9bel l5edma,i am on a business trip,أنا مسافر علا قبل لخدما
chno houma blayes lmakla lmezianin?,where are the good places to go out and eat?,شنو هوما بلايس لماكلا لمزيانين?
kayn chi mat7af 9rib man hna?,is there a museum in the neighbourhood?,كاين شي ماتحاف قريب مان هنا?
wach bghiti t3alem ba3ed lkalmat ?,do you want to learn a few words?,واش بغيتي تعالم باعد لكالمات ?
ach moumkin t3awadi 3afak ?,can you repeat please?w,أش مومكين تعاوادي عافاك ?
wach yamkan lik tkatbiha 3afak?,"could you write it down, please?",واش يامكان ليك تكاتبيها عافاك?
ghadi namchi ba3ed talt yam,i'll be leaving in three days,غادي نامشي باعد تالت يام
"sbah, m3aa tmanya o rba3","morning, at a quarter past 8","سباه, معا تمانيا أُ رباع"
"sbah, m3a tmanya o nas","morning, at half past 8","سباه, معا تمانيا أُ ناس"
"sba7, m3a tmanya o 5amsa ourab3in","morning, at a quarter to nine","سباح, معا تمانيا أُ خامسا ورابعين"
momkin twaslini 3afak l matar?,"can you take me to the airport, please?",مومكين تواسليني عافاك ل ماتار?
wach yamkan lik ta5ed lbagaj diali?,can you take my luggage?,واش يامكان ليك تاخد لباڭاج ديالي?
"sma7 lia, ch7al 5a n5alas ?","excuse me, how much do i owe?","سماح ليا, شحال خا نخالاس ?"
"b5ii takol lbid m5alet, ma9li oula maslou9?",what do you want to eat scrambled eggs or fried eggs or a boiled egg,"بخيّ تاكول لبيد مخالت, ماقلي ولا ماسلوق?"
"wa5a, ana ghadi njibo lik daba","yes, i'll bring it to you right away","واخا, أنا غادي نجيبو ليك دابا"
wach n9adrou natchawfou mara 5ra,shall we meet again?,واش نقادرو ناتشاوفو مارا خرا
"7ta ana, mezian mni tlakina","me too, it was a pleasure to meet you","حتا أنا, مزيان مني تلاكينا"
"3afak, kan 9alab 3la toubiss?",excuse me! i'm looking for the bus stop,"عافاك, كان قالاب علا توبيسّ?"
fin ghadi had tran 3afak?,"where does this train go, please?",فين غادي هاد تران عافاك?
wach had tran kayew9af flmdina?,does this train stop at the city?,واش هاد تران كايوقاف فلمدينا?
imta kayji tran dyal mdina?,when will this train arrive in the city?,إمتا كايجي تران ديال مدينا?
wach 3andak taw9it dial ltranat ?,do you have the train's time table?,واش عانداك تاوقيت ديال لترانات ?
fin howa tran dial lmdina 3afak?,"excuse me, which train goes to the city?",فين هووا تران ديال لمدينا عافاك?
kayn chi hammam fel bit?,is there a bathroom in the room?,كاين شي هامّام فل بيت?
wach katfadel jouj namousiyat dyal cha5ss wa7ed?,would you prefer two single beds?,واش كاتفادل جوج ناموسييات ديال شاخسّ واحد?
bghit nchof 3afak chambre hia lawla ?,i would like to see the room first,بغيت نشوف عافاك شامبر هيا لاولا ?
"wa5a, wach yamkan liya na7jaz lhad lila ?","ok, can i reserve for tonight?","واخا, واش يامكان لييا ناحجاز لهاد ليلا ?"
momkin lik tdi liya lbagage dyali 3afak?,"could you take care of my luggage, please?",مومكين ليك تدي لييا لباڭاڭ ديالي عافاك?
5alina natla9aw f 9a3at lijtima3at,let's meet in the meeting room?,خالينا ناتلاقاو ف قاعات ليجتيماعات
wach kaynin chi missajat liya?,are there any messages for me?,واش كاينين شي ميسّاجات لييا?
"la, matwasaltch bchi 7aja dialek","no, we didn't receive anything for you","لا, ماتواسالتش بشي حاجا ديالك"
wach momkin tsarfi liya 3afak?,please can you give me some change?,واش مومكين تسارفي لييا عافاك?
momkin t3ayet liha fil portable?,you can call her on her mobile phone,مومكين تعايت ليها فيل پورتابل?
wach 3aref fin na9dar nal9aha?,do you know where i could find her?,واش عارف فين ناقدار نالقاها?
wach 3arfa fin na9dar nal9aha?,do you know where i could find him?,واش عارفا فين ناقدار نالقاها?
wach momkin t3ayti liha fel portable?,you can call him on his mobile phone,واش مومكين تعايتي ليها فل پورتابل?
kayen 7anout f had jiha,there is a store in this direction,كاين حانوت ف هاد جيها
achnou hiya a7wal ta9ss dyal 5adda?,what is the weather forecast for tomorrow?,أشنو هييا أحوال تاقسّ ديال خادّا?
kayn chi farmasian 9rib men hna?,where is the nearest chemist's shop?,كاين شي فارماسيان قريب من هنا?
ach min dwa mtabe3 daba?,which kind of treatment are you undergoing at the moment?,أش مين دوا متابع دابا?
9tra b 9tra kay7ml lwad,little drops make the mighty ocean,قترا ب قترا كايحمل لواد
knt 3arf 5aykoun youm 5ayb,he knew it was going to be a bad day,كنت عارف خايكون يوم خايب
3emert sa7bi bzit dial s5ar,i covered my friend in baby oil,عمرت ساحبي بزيت ديال سخار
ila ma3jbatnich l7aja kan3ed mnha,"if i don't like something, i'll stay away from it",إلا ماعجباتنيش لحاجا كانعد منها
kayna wa7d rissala lfo9 ila hziti rassek,there's a message for you if you look up,كاينا واحد ريسّالا لفوق إلا هزيتي راسّك
bira dafya fnhar bared machi a7ssen fikra,warm beer on a cold day isn't my idea of fun,بيرا دافيا فنهار بارد ماشي أحسّن فيكرا
5assni nmchi n5eless moul l7anout,i have to go pay the supermarket,خاسّني نمشي نخلسّ مول لحانوت
3eyet ls7abi bach nmchiw ntghedaw,i called my friends to go take lunch together,عيت لسحابي باش نمشيو نتغداو
makanchoufch msian 5assni nbdel ndader,i dont see well i should change my eyeglasses,ماكانشوفش مسيان خاسّني نبدل ندادر
wa7d rajl chfer liya saki lbare7,a thief stole my bag yesterday,واحد راجل شفر لييا ساكي لبارح
hresst lcamera li kanswer biha lvideowat diali,i broke my camera which i record with youtube videos,هرسّت لكامرا لي كانسور بيها لڤيدووات ديالي
anmchi l new york simana jaya,im going to new york next week,أنمشي ل نو يورك سيمانا جايا
wa 3la sehd kayn lyouma,it's so hot today,وا علا سهد كاين ليوما
ma3jbnich had la coupe jdida li drt lch3ri,i don't think i like this new hair on me,ماعجبنيش هاد لا كوپ جديدا لي درت لشعري
ana5oud tsiwrat lhad lmandar zwin,i'm taking photos of this beautiful landscape,أناخود تسيورات لهاد لماندار زوين
b9a fia l7al khassni nmchi f7ali,i'm so sad that i need to leave,بقا فيا لحال خاسّني نمشي فحالي
makrhtch b9a hna 7yati kamla,i would love to  stay here forever,ماكرهتش بقا هنا حياتي كاملا
anchark f mosaba9a dial l9ira2a,i'm entering a reading competition,أنشارك ف موساباقا ديال لقيراأ
had l chitat sd9ou mzyanin,this new brushes are handy,هاد ل شيتات سدقو مزيانين
akhiran n9dr nmchi l dar,i'm finally allowed to go home,أخيران نقدر نمشي ل دار
bghit gha imta nrj3 l had lmdina,i wonder when i will come back to the city,بغيت غا إمتا نرجع ل هاد لمدينا
kan7ss b7ala nsit chi haja,i feel like  forgot something,كانحسّ بحالا نسيت شي حاجة
5eda n7el l balizat n9adhoum,i will unpack the luggage tomorrow,خدا نحل ل باليزات نقادهوم
t7t f mouchkil 9edou 9edach,i'm in big trouble,تحت ف موشكيل قدو قداش
anmchi ntrini f la salle,i'm going to exercise at the gym,أنمشي نتريني ف لا سالّ
jirani ch7al fihoum dial sda3,my neighbors are so noisy,جيراني شحال فيهوم ديال سداع
bghiti takoul la glace ?,do you want to eat some ice cream,بغيتي تاكول لا ڭلاس ?
mn dima bghit dar fuha chrajem kbar,i always wanted to live  in the house with big windows,من ديما بغيت دار فوها شراجم كبار
3ndi mouchkil knt mn hadche nfkrou fih,we have bigger problems to worry about,عندي موشكيل كنت من هادش نفكرو فيه
hada a7ssn 3assir d9t f 7yati,this is the best juice i've had so far,هادا أحسّن عاسّير دقت ف حياتي
hadche li kayn had sa3a,that's everything for now,هادش لي كاين هاد ساعا
majach l9issm bezzaf had l 3am,he has skipped classes a lot this year,ماجاش لقيسّم بزّاف هاد ل عام
9witi / 3y9ti / zdti fih,that's a bit of an exaggeration,قويتي / عيقتي / زدتي فيه
makan3rf ta wahd ybghi ymchi m3aya l had l concert,i don't know anyone who would like to go to this concert with me,ماكانعرف تا واهد يبغي يمشي معايا ل هاد ل كونسرت
ma9drtch n9ra l malami7 dialha,her expression was unreadable,ماقدرتش نقرا ل مالاميح ديالها
mamt2kdch wach baghi nkhroj oula la,i'm not sure if i wanna go or not,مامتءكدش واش باغي نخروج ولا لا
ch7al dial lwe9t atakhoud ?,how long does it take?,شحال ديال لوقت أتاخود ?
3mri chft chi mocha kbr mn hade,this is the biggest cat i've ever seen,عمري شفت شي موشا كبر من هاد
ri7 kan mjhed bezzaf lyouma,the wind was strong today in the city,ريح كان مجهد بزّاف ليوما
bghat tweli tbiba dial snan,she wants to be a dentist,بغات تولي تبيبا ديال سنان
ta wa7ed may9dr i7rk had l boita,no one can move this box,تا واحد مايقدر إحرك هاد ل بوتا
5a bki ta wa7ed mamadiha fin,cry all you want no one cares,خا بكي تا واحد ماماديها فين
fin ja a9rab barid ?,where is the nearest post office?,فين جا أقراب باريد ?
fin ja l hotel ?,can you tell me the way to the hotel?,فين جا ل هوتل ?
wach hade hia tri9 dial londres ?,are we on the right road for london?,واش هاد هيا تريق ديال لوندرس ?
t9dr twerini f l 5arita 3afak ?,"can you show me on the map, please?",تقدر توريني ف ل خاريتا عافاك ?
ja f ness dial chri3,it's in the middle of the block,جا ف نسّ ديال شريع
5a douz 3la supermarche 3la lisser dialk,you will pass a süpermarket on your left,خا دوز علا سوپرمارش علا ليسّر ديالك
fach twsel l ronpoin dor 3la limen,turn right at the crossroads,فاش توسل ل رونپون دور علا ليمن
b3id b wa7d myat mitro 3la hna,it's about 100 meters from here,بعيد ب واحد ميات ميترو علا هنا
dor m3a awel tri9 3la limen,take the first road on the right,دور معا أول تريق علا ليمن
dor m3a tani tri9 3la lisser,take the second road on the left,دور معا تاني تريق علا ليسّر
